ano,mes,id_cisp,id_aisp,id_risp,quantidade_arma_fabricacao_caseira,quantidade_carabina,quantidade_espingarda,quantidade_fuzil,quantidade_garrucha,quantidade_garruchao,quantidade_metralhadora,quantidade_outros,quantidade_pistola,quantidade_revolver,quantidade_submetralhadora,total
2021,12,100,37,5,0,0,0,0,0,0,0,0,1,0,0,1
2017,2,100,37,5,0,0,0,0,0,0,0,0,1,0,0,1
2018,4,100,37,5,0,0,0,0,0,0,0,0,0,1,0,1
2014,4,100,37,5,0,0,0,0,1,0,0,0,0,0,0,1
2020,4,100,37,5,0,0,0,0,0,0,0,0,0,1,0,1
2010,12,100,37,5,0,0,0,0,0,0,0,0,0,1,0,1
2021,2,100,37,5,0,0,0,0,0,0,0,0,1,0,0,1
2020,11,100,37,5,0,0,0,0,0,0,0,0,1,0,0,1
2022,5,100,37,5,0,0,0,0,0,0,0,0,1,0,0,1
2020,7,100,37,5,0,0,0,0,0,0,0,0,0,1,0,1
2012,5,100,37,5,0,0,1,0,0,0,0,0,0,0,0,1
2014,7,100,37,5,0,0,1,0,0,0,0,0,0,0,0,1
2023,7,100,37,5,0,0,0,0,0,0,0,0,1,0,0,1
2014,1,100,37,5,0,0,0,0,0,0,0,0,0,1,0,1
2015,4,100,37,5,0,0,0,0,0,0,0,0,1,0,0,1
2017,7,100,37,5,0,0,0,0,0,0,0,0,0,1,0,1
2019,4,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2007,3,101,28,5,0,0,1,0,0,0,0,0,0,0,0,1
2010,12,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2013,7,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2017,6,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2013,6,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2012,1,101,28,5,0,0,0,0,0,0,0,0,1,0,0,1
2017,12,101,28,5,0,1,0,0,0,0,0,0,0,0,0,1
2018,12,101,28,5,0,0,1,0,0,0,0,0,0,0,0,1
2021,6,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2008,1,101,28,5,0,0,0,0,1,0,0,0,0,0,0,1
2023,4,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2008,10,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2010,3,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2014,7,101,28,5,0,0,0,0,0,0,0,0,1,0,0,1
2016,8,101,28,5,0,0,1,0,0,0,0,0,0,0,0,1
2009,8,101,28,5,0,0,0,0,0,0,0,0,1,0,0,1
2009,6,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2013,12,101,28,5,0,0,0,0,1,0,0,0,0,0,0,1
2014,4,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2022,10,101,28,5,0,0,0,0,0,0,0,0,1,0,0,1
2020,3,101,28,5,0,0,0,0,0,0,0,0,1,0,0,1
2024,6,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2008,4,101,28,5,1,0,0,0,0,0,0,0,0,0,0,1
2016,12,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2008,8,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2009,7,101,28,5,0,0,0,0,0,0,0,1,0,0,0,1
2014,10,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2023,2,101,28,5,0,0,0,0,0,0,0,0,1,0,0,1
2021,1,101,28,5,0,0,0,0,0,0,0,0,1,0,0,1
2011,12,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2019,12,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2008,3,101,28,5,0,0,0,0,0,0,0,0,1,0,0,1
2008,12,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2023,1,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2010,9,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2022,1,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2023,6,101,28,5,0,0,1,0,0,0,0,0,0,0,0,1
2008,2,101,28,5,0,0,0,0,0,0,0,0,1,0,0,1
2017,8,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2019,1,101,28,5,0,0,0,0,0,0,0,0,1,0,0,1
2008,6,101,28,5,0,0,1,0,0,0,0,0,0,0,0,1
2020,4,101,28,5,0,0,1,0,0,0,0,0,0,0,0,1
2024,5,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2014,11,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2017,3,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2014,12,101,28,5,0,0,0,0,0,0,0,0,1,0,0,1
2016,3,101,28,5,0,0,1,0,0,0,0,0,0,0,0,1
2016,5,101,28,5,0,0,1,0,0,0,0,0,0,0,0,1
2022,8,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2017,1,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2007,6,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2008,7,101,28,5,1,0,0,0,0,0,0,0,0,0,0,1
2007,10,101,28,5,0,0,0,0,1,0,0,0,0,0,0,1
2009,3,101,28,5,0,0,1,0,0,0,0,0,0,0,0,1
2018,8,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2022,7,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2007,2,101,28,5,0,0,0,0,0,0,0,0,0,1,0,1
2012,10,104,30,7,0,0,0,0,0,0,0,0,1,0,0,1
2013,1,104,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2008,6,104,30,7,0,0,0,0,1,0,0,0,0,0,0,1
2010,12,104,30,7,1,0,0,0,0,0,0,0,0,0,0,1
2016,4,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2023,5,104,30,7,0,0,0,0,0,0,0,0,1,0,0,1
2016,1,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2014,12,104,30,7,0,0,0,0,0,0,0,1,0,0,0,1
2014,7,104,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2008,7,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2022,2,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2014,6,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2018,5,104,30,7,0,0,0,0,0,0,0,0,1,0,0,1
2024,8,104,30,7,0,0,0,0,0,0,0,0,1,0,0,1
2021,10,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2010,10,104,30,7,0,0,0,0,0,0,0,0,1,0,0,1
2020,6,104,30,7,0,1,0,0,0,0,0,0,0,0,0,1
2014,2,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2007,9,104,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2015,11,104,30,7,0,1,0,0,0,0,0,0,0,0,0,1
2007,10,104,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2017,5,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2016,3,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2016,11,104,30,7,0,0,0,0,0,0,0,0,1,0,0,1
2014,1,104,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2015,7,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2020,9,104,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2018,3,104,30,7,0,0,0,0,0,0,0,0,1,0,0,1
2021,5,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2009,10,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2022,5,104,30,7,0,0,0,0,0,0,0,0,1,0,0,1
2015,3,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2018,7,104,30,7,0,0,0,0,0,0,0,0,1,0,0,1
2011,3,104,30,7,0,0,0,0,0,0,0,1,0,0,0,1
2013,6,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2016,12,104,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2008,4,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2019,3,104,30,7,0,0,0,0,1,0,0,0,0,0,0,1
2022,3,104,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2021,2,104,30,7,1,0,0,0,0,0,0,0,0,0,0,1
2023,3,104,30,7,0,0,0,0,0,0,0,1,0,0,0,1
2017,10,104,30,7,0,1,0,0,0,0,0,0,0,0,0,1
2013,7,104,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2022,9,104,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2014,11,105,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2010,7,105,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2018,9,105,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2023,5,105,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2014,12,105,26,7,0,0,1,0,0,0,0,0,0,0,0,1
2024,6,105,26,7,0,0,0,0,0,0,0,0,1,0,0,1
2019,2,105,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2023,12,105,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2020,8,105,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2011,7,105,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2016,10,105,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2016,8,105,26,7,0,0,0,0,0,0,0,0,1,0,0,1
2022,11,105,26,7,0,0,0,0,1,0,0,0,0,0,0,1
2023,7,105,26,7,0,0,0,0,0,0,0,1,0,0,0,1
2017,1,105,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2010,6,105,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2010,11,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2021,1,106,26,7,0,0,0,0,0,0,0,0,1,0,0,1
2018,6,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2019,8,106,26,7,1,0,0,0,0,0,0,0,0,0,0,1
2023,5,106,26,7,0,0,0,0,0,0,0,0,1,0,0,1
2018,3,106,26,7,0,0,0,0,1,0,0,0,0,0,0,1
2008,8,106,26,7,0,0,1,0,0,0,0,0,0,0,0,1
2015,5,106,26,7,0,0,1,0,0,0,0,0,0,0,0,1
2015,11,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2008,9,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2017,12,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2022,5,106,26,7,0,0,0,0,1,0,0,0,0,0,0,1
2007,5,106,26,7,0,0,1,0,0,0,0,0,0,0,0,1
2013,1,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2020,6,106,26,7,0,0,1,0,0,0,0,0,0,0,0,1
2021,3,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2024,9,106,26,7,0,0,0,0,0,0,0,1,0,0,0,1
2013,8,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2016,11,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2019,4,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2017,2,106,26,7,0,0,0,0,1,0,0,0,0,0,0,1
2014,7,106,26,7,0,0,1,0,0,0,0,0,0,0,0,1
2022,2,106,26,7,0,0,0,0,1,0,0,0,0,0,0,1
2013,12,106,26,7,0,0,1,0,0,0,0,0,0,0,0,1
2008,5,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2013,9,106,26,7,0,0,0,0,0,0,0,0,1,0,0,1
2017,5,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2018,8,106,26,7,0,0,1,0,0,0,0,0,0,0,0,1
2020,1,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2023,4,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2010,6,106,26,7,0,0,0,0,0,0,0,0,1,0,0,1
2013,6,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2016,6,106,26,7,0,0,1,0,0,0,0,0,0,0,0,1
2019,7,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2017,6,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2019,10,106,26,7,0,0,0,0,0,0,0,0,1,0,0,1
2017,10,106,26,7,0,0,0,0,0,0,0,0,1,0,0,1
2011,5,106,26,7,0,0,0,0,0,0,0,0,1,0,0,1
2013,7,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2024,3,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2021,2,106,26,7,0,0,0,0,0,0,0,0,1,0,0,1
2015,6,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2022,9,106,26,7,0,0,1,0,0,0,0,0,0,0,0,1
2019,12,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2007,6,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2009,3,106,26,7,0,0,1,0,0,0,0,0,0,0,0,1
2011,6,106,26,7,0,0,0,0,0,0,0,0,1,0,0,1
2015,4,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2009,5,106,26,7,0,0,0,0,0,0,0,0,1,0,0,1
2025,1,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2022,7,106,26,7,0,0,0,0,0,0,0,0,0,1,0,1
2020,4,106,26,7,0,0,0,0,0,0,0,0,1,0,0,1
2010,4,106,26,7,0,0,1,0,0,0,0,0,0,0,0,1
2021,11,107,38,7,0,0,0,0,1,0,0,0,0,0,0,1
2022,1,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2014,5,107,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2016,9,107,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2012,9,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2024,7,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2011,11,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2012,6,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2020,2,107,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2007,1,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2011,2,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2012,5,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2021,3,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2019,4,107,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2024,2,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2011,5,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2019,12,107,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2024,1,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2010,1,107,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2014,1,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2011,8,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2021,5,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2020,11,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2015,8,107,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2023,11,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2012,4,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2023,5,107,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2015,12,107,38,7,0,0,0,0,1,0,0,0,0,0,0,1
2016,5,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2015,7,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2019,3,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2023,1,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2018,4,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2013,6,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2017,8,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2018,3,107,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2009,10,107,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2023,9,107,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2015,9,107,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2017,12,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2007,3,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2023,10,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2017,11,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2010,6,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2013,8,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2024,9,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2020,8,107,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2013,12,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2023,3,107,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2013,12,108,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2016,11,108,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2008,1,108,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2013,11,108,38,7,1,0,0,0,0,0,0,0,0,0,0,1
2018,5,108,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2010,4,108,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2015,10,108,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2016,8,108,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2010,12,108,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2016,2,108,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2015,11,108,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2007,1,108,38,7,0,0,0,0,0,0,0,1,0,0,0,1
2017,2,108,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2011,5,108,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2012,10,108,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2016,7,108,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2010,3,108,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2011,6,108,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2012,1,108,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2011,11,108,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2013,1,108,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2014,3,108,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2023,11,108,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2012,5,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2022,2,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2007,4,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2016,2,109,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2017,11,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2012,6,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2017,8,109,38,7,0,0,0,0,0,1,0,0,0,0,0,1
2023,1,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2009,9,109,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2008,12,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2022,1,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2023,5,109,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2021,3,109,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2022,6,109,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2012,10,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2021,12,109,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2012,4,109,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2013,6,109,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2017,2,109,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2016,7,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2018,2,109,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2019,10,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2018,12,109,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2008,5,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2011,12,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2019,12,109,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2013,4,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2010,9,109,38,7,0,0,0,0,1,0,0,0,0,0,0,1
2015,10,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2023,2,109,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2013,11,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2020,12,109,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2024,2,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2010,8,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2016,3,109,38,7,0,1,0,0,0,0,0,0,0,0,0,1
2024,4,109,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2007,12,109,38,7,0,0,0,0,0,0,0,0,0,1,0,1
2011,10,109,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2019,4,109,38,7,0,0,1,0,0,0,0,0,0,0,0,1
2018,9,109,38,7,0,0,0,0,0,0,0,1,0,0,0,1
2022,9,109,38,7,0,0,0,0,0,0,0,0,1,0,0,1
2021,8,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2015,10,11,23,1,0,0,0,0,0,0,0,0,0,1,0,1
2023,9,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2021,10,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2016,9,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2019,12,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2014,7,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2021,1,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2024,7,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2018,4,11,23,1,0,0,0,1,0,0,0,0,0,0,0,1
2019,10,11,23,1,0,0,0,0,0,0,0,0,0,1,0,1
2023,1,11,23,1,0,0,0,0,0,0,0,0,0,1,0,1
2017,2,11,23,1,0,0,0,0,0,0,0,0,0,0,1,1
2015,3,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2019,4,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2015,4,11,23,1,0,0,0,1,0,0,0,0,0,0,0,1
2015,8,11,23,1,0,0,0,0,0,0,0,0,0,1,0,1
2020,2,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2025,1,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2015,7,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2023,8,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2019,9,11,23,1,0,0,0,1,0,0,0,0,0,0,0,1
2016,5,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2021,12,11,23,1,0,0,0,0,0,0,0,0,0,1,0,1
2016,1,11,23,1,0,0,0,0,0,0,0,0,1,0,0,1
2015,5,11,23,1,0,0,0,0,0,0,0,1,0,0,0,1
2024,12,110,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2022,10,110,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2016,5,110,30,7,0,0,0,0,0,0,0,0,1,0,0,1
2024,7,110,30,7,0,0,0,0,0,0,0,0,1,0,0,1
2009,4,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2016,8,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2020,6,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2008,7,111,30,7,0,0,0,0,0,0,0,1,0,0,0,1
2020,10,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2023,5,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2021,7,111,30,7,0,0,0,0,1,0,0,0,0,0,0,1
2010,7,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2015,1,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2018,4,111,30,7,0,0,0,0,1,0,0,0,0,0,0,1
2011,2,111,30,7,0,0,0,0,1,0,0,0,0,0,0,1
2007,9,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2009,12,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2019,12,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2010,6,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2019,4,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2007,3,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2015,5,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2008,4,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2013,10,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2024,6,111,30,7,0,0,0,0,0,0,0,0,1,0,0,1
2020,1,111,30,7,1,0,0,0,0,0,0,0,0,0,0,1
2020,12,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2008,10,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2016,4,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2022,2,111,30,7,0,0,0,0,0,1,0,0,0,0,0,1
2007,1,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2018,2,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2012,1,111,30,7,0,0,0,0,0,0,0,0,1,0,0,1
2024,3,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2019,1,111,30,7,1,0,0,0,0,0,0,0,0,0,0,1
2022,5,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2012,3,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2017,12,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2020,11,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2022,7,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2018,11,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2019,11,111,30,7,0,0,0,0,0,0,0,1,0,0,0,1
2021,9,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2021,6,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2021,10,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2012,5,111,30,7,0,1,0,0,0,0,0,0,0,0,0,1
2014,11,111,30,7,0,1,0,0,0,0,0,0,0,0,0,1
2015,10,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2017,2,111,30,7,0,0,0,0,0,0,0,1,0,0,0,1
2014,5,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2018,3,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2016,7,111,30,7,0,0,0,0,0,0,0,0,1,0,0,1
2007,7,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2010,4,111,30,7,1,0,0,0,0,0,0,0,0,0,0,1
2017,11,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2008,3,111,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2010,3,111,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2022,1,112,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2013,2,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2008,1,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2023,10,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2009,12,112,30,7,0,0,0,0,1,0,0,0,0,0,0,1
2009,11,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2022,11,112,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2010,10,112,30,7,0,0,0,0,1,0,0,0,0,0,0,1
2015,9,112,30,7,0,0,0,0,1,0,0,0,0,0,0,1
2018,2,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2007,3,112,30,7,0,0,0,0,1,0,0,0,0,0,0,1
2015,6,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
